-81.32	-04.68
-81.17	-04.85
-81.13	-04.89
-81.14	-04.90
-81.13	-04.90
-81.13	-04.91
-81.08	-04.96
-81.05	-05.02
-81.06	-05.04
-81.07	-05.06
-81.07	-05.06
-81.13	-05.06
-81.12	-05.07
-81.12	-05.07
-81.13	-05.07
-81.14	-05.07
-81.15	-05.07
-81.08	-05.08
-81.11	-05.08
-81.10	-05.08
-81.17	-05.08
-81.16	-05.11
-81.16	-05.12
-81.17	-05.13
-81.16	-05.15
-81.16	-05.16
-81.17	-05.19
-81.19	-05.20
-81.13	-05.27
-81.12	-05.28
-81.11	-05.29
-81.08	-05.30
-81.10	-05.31
-81.05	-05.33
-81.01	-05.37
-80.95	-05.42
-80.89	-05.50
-80.85	-05.63
-80.85	-05.72
-80.87	-05.76
-81.07	-05.78
-81.08	-05.79
-80.89	-05.81
-80.77	-05.82
-81.08	-05.82
-80.87	-05.83
-80.73	-05.83
-81.02	-05.83
-80.89	-05.84
-80.94	-05.84
-81.10	-05.84
-81.12	-05.84
-80.75	-05.85
-80.82	-05.85
-80.77	-05.87
-80.73	-05.89
-81.14	-05.89
-81.15	-05.97
-81.11	-06.05
-81.09	-06.08
-80.88	-06.21
-80.78	-06.29
-80.71	-06.32
-80.62	-06.37
-80.54	-06.41
-80.18	-06.59
-80.06	-06.68
-79.97	-06.76
-79.94	-06.82
-79.93	-06.87
-79.86	-06.93
-79.86	-06.95
-79.79	-07.00
-79.68	-07.12
-79.69	-07.17
-79.61	-07.25
-79.58	-07.31
-79.58	-07.35
-79.57	-07.38
-79.56	-07.39
-79.58	-07.42
-79.57	-07.44
-79.57	-07.46
-79.53	-07.51
-79.54	-07.52
-79.49	-07.57
-79.43	-07.67
-79.43	-07.69
-79.46	-07.71
-79.38	-07.80
-79.38	-07.80
-79.37	-07.85
-79.30	-07.91
-79.30	-07.92
-79.18	-08.01
-79.11	-08.07
-79.12	-08.08
-79.04	-08.15
-78.98	-08.21
-78.98	-08.23
-78.96	-08.25
-78.95	-08.26
-78.95	-08.26
-78.96	-08.27
-78.95	-08.28
-78.95	-08.29
-78.94	-08.30
-78.94	-08.31
-78.92	-08.34
-78.90	-08.36
-78.89	-08.38
-78.93	-08.42
-78.91	-08.43
-78.91	-08.46
-78.84	-08.50
-78.77	-08.56
-78.75	-08.60
-78.73	-08.66
-78.74	-08.68
-78.73	-08.71
-78.74	-08.74
-78.76	-08.75
-78.76	-08.77
-78.64	-08.91
-78.64	-08.98
-78.65	-08.98
-78.65	-08.99
-78.65	-08.99
-78.61	-09.01
-78.63	-09.02
-78.63	-09.04
-78.62	-09.07
-78.59	-09.07
-78.57	-09.09
-78.55	-09.12
-78.55	-09.14
-78.56	-09.15
-78.61	-09.16
-78.57	-09.17
-78.54	-09.17
-78.56	-09.18
-78.50	-09.18
-78.59	-09.19
-78.57	-09.19
-78.58	-09.20
-78.56	-09.21
-78.48	-09.21
-78.57	-09.22
-78.55	-09.23
-78.49	-09.25
-78.52	-09.27
-78.49	-09.28
-78.45	-09.31
-78.47	-09.33
-78.40	-09.36
-78.42	-09.37
-78.43	-09.38
-78.42	-09.41
-78.39	-09.42
-78.40	-09.43
-78.38	-09.45
-78.39	-09.46
-78.38	-09.53
-78.36	-09.55
-78.36	-09.62
-78.35	-09.62
-78.29	-09.70
-78.29	-09.72
-78.22	-09.79
-78.23	-09.83
-78.23	-09.83
-78.23	-09.85
-78.24	-09.85
-78.24	-09.87
-78.22	-09.90
-78.22	-09.95
-78.20	-09.96
-78.16	-10.09
-78.18	-10.10
-78.09	-10.21
-78.08	-10.28
-78.05	-10.30
-78.05	-10.34
-78.00	-10.39
-78.01	-10.41
-77.90	-10.55
-77.90	-10.57
-77.85	-10.65
-77.80	-10.70
-77.80	-10.72
-77.76	-10.76
-77.76	-10.77
-77.74	-10.79
-77.75	-10.81
-77.70	-10.85
-77.70	-10.87
-77.65	-10.94
-77.66	-10.96
-77.64	-10.98
-77.64	-11.00
-77.66	-11.01
-77.64	-11.03
-77.63	-11.06
-77.63	-11.06
-77.62	-11.08
-77.63	-11.09
-77.61	-11.11
-77.62	-11.12
-77.59	-11.15
-77.59	-11.19
-77.59	-11.21
-77.64	-11.21
-77.64	-11.30
-77.49	-11.38
-77.34	-11.47
-77.34	-11.48
-77.31	-11.50
-77.30	-11.51
-77.29	-11.52
-77.29	-11.53
-77.28	-11.54
-77.27	-11.55
-77.27	-11.58
-77.28	-11.58
-77.21	-11.64
-77.19	-11.68
-77.19	-11.69
-77.16	-11.73
-77.19	-11.76
-77.17	-11.77
-77.19	-11.77
-77.18	-11.79
-77.17	-11.81
-77.18	-11.82
-77.18	-11.84
-77.17	-11.84
-77.17	-11.84
-77.16	-11.85
-77.15	-11.87
-77.15	-11.89
-77.14	-11.89
-77.14	-11.90
-77.14	-11.91
-77.14	-11.92
-77.14	-11.92
-77.13	-11.94
-77.13	-11.94
-77.13	-11.96
-77.13	-11.97
-77.13	-11.99
-77.13	-12.01
-77.14	-12.02
-77.14	-12.03
-77.14	-12.03
-77.14	-12.03
-77.14	-12.04
-77.14	-12.04
-77.14	-12.05
-77.15	-12.06
-77.15	-12.06
-77.16	-12.06
-77.15	-12.06
-77.14	-12.06
-77.17	-12.07
-77.17	-12.07
-77.16	-12.07
-77.16	-12.07
-77.13	-12.07
-77.11	-12.08
-77.06	-12.10
-77.03	-12.13
-77.02	-12.15
-77.02	-12.16
-77.03	-12.16
-77.03	-12.20
-76.93	-12.24
-76.83	-12.31
-76.77	-12.40
-76.80	-12.50
-76.73	-12.54
-76.73	-12.55
-76.70	-12.57
-76.70	-12.58
-76.70	-12.59
-76.67	-12.62
-76.67	-12.66
-76.65	-12.68
-76.65	-12.69
-76.63	-12.71
-76.63	-12.74
-76.51	-12.85
-76.50	-12.94
-76.51	-12.95
-76.47	-13.02
-76.48	-13.03
-76.39	-13.14
-76.24	-13.31
-76.24	-13.32
-76.23	-13.34
-76.18	-13.43
-76.19	-13.63
-76.28	-13.79
-76.32	-13.79
-76.34	-13.80
-76.35	-13.80
-76.37	-13.80
-76.36	-13.82
-76.30	-13.83
-76.38	-13.84
-76.26	-13.86
-76.31	-13.89
-76.39	-13.90
-76.27	-13.91
-76.32	-13.92
-76.29	-13.93
-76.27	-13.95
-76.27	-13.99
-76.28	-13.99
-76.26	-14.02
-76.27	-14.04
-76.25	-14.05
-76.28	-14.09
-76.25	-14.15
-76.22	-14.15
-76.27	-14.20
-76.13	-14.24
-76.13	-14.26
-76.10	-14.30
-76.10	-14.32
-76.14	-14.32
-76.12	-14.35
-76.06	-14.38
-76.04	-14.42
-75.97	-14.47
-75.96	-14.50
-75.97	-14.52
-75.93	-14.56
-75.92	-14.64
-75.91	-14.66
-75.85	-14.70
-75.85	-14.71
-75.78	-14.74
-75.68	-14.81
-75.51	-14.90
-75.49	-14.93
-75.50	-14.96
-75.44	-15.00
-75.36	-15.14
-75.32	-15.14
-75.27	-15.17
-75.23	-15.20
-75.21	-15.23
-75.25	-15.25
-75.22	-15.26
-75.23	-15.28
-75.19	-15.29
-75.16	-15.31
-75.15	-15.34
-75.15	-15.35
-75.18	-15.35
-75.19	-15.36
-75.08	-15.42
-75.07	-15.43
-75.07	-15.44
-75.05	-15.45
-75.00	-15.46
-74.98	-15.47
-74.97	-15.49
-74.90	-15.51
-74.85	-15.54
-74.84	-15.56
-74.75	-15.59
-74.68	-15.64
-74.54	-15.69
-74.46	-15.72
-74.46	-15.75
-74.44	-15.77
-74.43	-15.79
-74.40	-15.81
-74.37	-15.83
-74.28	-15.83
-74.32	-15.84
-74.24	-15.85
-74.24	-15.87
-74.18	-15.89
-74.04	-15.95
-74.02	-15.99
-74.03	-16.01
-73.87	-16.13
-73.72	-16.19
-73.69	-16.23
-73.60	-16.23
-73.48	-16.28
-73.45	-16.28
-73.32	-16.33
-73.30	-16.35
-73.30	-16.38
-73.29	-16.40
-73.26	-16.40
-73.22	-16.40
-73.26	-16.41
-73.22	-16.41
-73.16	-16.42
-73.13	-16.44
-73.10	-16.45
-73.05	-16.48
-73.05	-16.49
-73.03	-16.50
-72.99	-16.51
-72.92	-16.51
-72.83	-16.57
-72.77	-16.63
-72.72	-16.65
-72.61	-16.66
-72.44	-16.70
-72.29	-16.83
-72.28	-16.87
-72.20	-16.90
-72.10	-16.99
-72.11	-17.01
-72.03	-17.01
-71.92	-17.08
-71.86	-17.15
-71.80	-17.18
-71.69	-17.21
-71.59	-17.24
-71.57	-17.25
-71.55	-17.25
-71.54	-17.25
-71.53	-17.25
-71.56	-17.26
-71.53	-17.26
-71.51	-17.26
-71.52	-17.27
-71.50	-17.27
-71.50	-17.28
-71.49	-17.28
-71.47	-17.29
-71.47	-17.32
-71.43	-17.34
-71.43	-17.36
-71.39	-17.38
-71.38	-17.42
-71.38	-17.43
-71.37	-17.47
-71.36	-17.48
-71.35	-17.59
-71.34	-17.61
-71.34	-17.63
-71.35	-17.69
-71.38	-17.71
-71.18	-17.78
-71.16	-17.81
-71.13	-17.82
-71.10	-17.84
-71.09	-17.86
-71.00	-17.87
-71.02	-17.88
-70.88	-17.96
-70.88	-18.00
-70.81	-18.03
-70.72	-18.11
-70.67	-18.16
-70.52	-18.24
-70.43	-18.30
-70.37	-18.35
-70.31	-18.41
-70.31	-18.53
-70.31	-18.84
-70.31	-19.03
-70.26	-19.15
-70.29	-19.29
-70.17	-19.46
-70.23	-19.60
-70.11	-19.71
-70.11	-20.00

